 Ticket ID,Artist / Event ,Event Type,Venue,Event Date,Purchase Date,Customer Region,Ticket Type,Price (UZS),Quantity, Payment,Status,Rating
TK-12012,Navruz Gala Shou,Konsert,Humo Arena,21.03.2026,2026-03-12,Andijon,VIP,455461,4,naqd,YAKUNLANGAN,4.5
TK-12212,Ulug'bek Rahmatullayev,Konsert,Humo Arena,2026-03-22,2026-02-03,Namangan,VIP,463554,3,qr,yakunlangan,3.8
TK-10000,Sevinch Mominova,Konsert,Humo Arena,2026-03-15,2026-02-11,Qashqadaryo,VIP,451944,2,qr,yakunlangan,3.6
TK-10456,Doniyor Otajonov,Konsert ,Uzbekiston Konsert Zali,2026-05-03,2026-03-19,Qashqadaryo,VIP,474627,2,qr,yakunlangan,4.3
TK-11101,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,03.05.2026,2026-03-17,Namangan,Standart,138518,1,qr,YAKUNLANGAN,4.3
TK-11108,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-03-29,Farg'ona,Fan,74918,4,karta,yakunlangan,4.3
TK-11951,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,2026-05-17,2026-04-28,Toshkent,Standart,131111,1,qr,yakunlangan,4.2
TK-10082,Pakhtakor vs Bunyodkor,FUTBOL,Milliy Stadion,2026-04-05,2026-02-13,Toshkent,Fan,100048,4,qr,qaytarilgan,
TK-11481,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,17.05.2026,2026-04-14,Andijon,Fan,105864,4,qr,yakunlangan,4.6
TK-12048,sevinch mominova,Konsert,Humo Arena,2026-03-15,2026-03-05,Farg'ona,Standart,144706,3,karta,yakunlangan,4.7
TK-10676,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,17.05.2026,2026-04-10,Andijon,VIP,476293,3,naqd,yakunlangan,4.6
TK-11588,Ulug'bek Rahmatullayev,Konsert,Humo Arena,22.03.2026,2026-02-06,Toshkent,Standart,132 537 so'm,-3,qr,QAYTARILGAN,
TK-12162,Shaxlo Ismoilova,Konsert,Humo Arena,2026-04-19,2026-04-05,Samarqand,Standart,170037,2,naqd,qaytarilgan,
TK-11046,QXL Stand-Up Show,StendAp,Hysteria Club,2026-04-26,2026-04-16,Namangan,Standart,138424,2,naqd,qaytarilgan,
TK-11460,QXL Stand-Up Show,StendAp,Hysteria Club,2026-04-26,2026-03-17,Xorazm,Standart,175 575 so'm,3,qr,kutilmoqda,
TK-10770,Shaxlo Ismoilova,Konsert,Humo Arena,19.04.2026,2026-03-30,Xorazm,Standart,163452,1,naqd,yakunlangan,4.7
TK-11893,Shaxlo Ismoilova,KONSERT,Humo Arena,2026-04-19,2026-03-05,Namangan,Fan,90973,2,karta,yakunlangan,4.2
TK-11668,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,2026-05-17,2026-05-12,Toshkent,Standart,178426,3,qr,qaytarilgan,
TK-11886,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,10.05.2026,2026-05-04,Xorazm,VIP,440234,3,naqd,YAKUNLANGAN,3.6
TK-11935,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,2026-05-10,2026-03-18,Andijon,Standart,159611,3,naqd,yakunlangan,3.8
TK-12035,Navruz Gala Shou,Konsert,Humo Arena,21.03.2026,2026-02-24,Toshkent,Fan,60321,4,qr,yakunlangan,4.5
TK-10517,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-02-26,Farg'ona,VIP,451420,1,karta,qaytarilgan,
TK-10822,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-03-07,Samarqand,Fan,87548,2,karta,yakunlangan,4.8
TK-10404,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-03-22,Namangan,Standart,139647,4,naqd,YAKUNLANGAN,4.0
TK-10384,Shaxlo Ismoilova,Konsert,Humo Arena,19.04.2026,2026-03-25,Toshkent,Fan,90719,2,naqd,yakunlangan,3.7
TK-12316,Doniyor Otajonov,Konsert ,Uzbekiston Konsert Zali,2026-05-03,2026-04-29,Namangan,Standart,160627,1,naqd,QAYTARILGAN,
TK-12109,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,03.05.2026,2026-03-21,Xorazm,Fan,95123,1,naqd,yakunlangan,5.0
TK-10104,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-01-29,Xorazm,VIP,437079,3,naqd,YAKUNLANGAN,3.6
TK-11633,QXL Stand-Up Show,StendAp,Hysteria Club,26.04.2026,2026-04-25,Toshkent,VIP,445377,3,karta,QAYTARILGAN,
TK-12423,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-03-07,Andijon,VIP,476 554 so'm,3,karta,yakunlangan,3.9
TK-10688,Navruz Gala Shou,Konsert,Humo Arena,21.03.2026,2026-03-12,Namangan,Standart,178215,3,naqd,yakunlangan,4.2
TK-10794,QXL Stand-Up Show,StendAp,Hysteria Club,2026-04-26,2026-03-04,Xorazm,Fan,92700,3,qr,yakunlangan,3.7
TK-10826,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,17.05.2026,2026-04-13,Qashqadaryo,VIP,473859,3,naqd,qaytarilgan,
TK-11877,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-04-11,Namangan,Standart,165725,1,naqd,qaytarilgan,
TK-11240,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-03-24,Andijon,VIP,432222,4,karta,yakunlangan,5.0
TK-10062,Shaxlo Ismoilova,Konsert ,Humo Arena,19.04.2026,2026-04-08,Farg'ona,Standart,170220,3,naqd,yakunlangan,3.9
TK-11305,QXL Stand-Up Show,StendAp,Hysteria Club,2026-04-26,2026-04-23,Namangan,VIP,444184,3,qr,yakunlangan,4.3
TK-10852,Doniyor Otajonov,KONSERT,Uzbekiston Konsert Zali,2026-05-03,2026-03-04,Namangan,Standart,168792,1,karta,yakunlangan,4.3
TK-12332,QXL Stand-Up Show,StendAp,Hysteria Club,2026-04-26,2026-03-31,Toshkent,Fan,66302,4,qr,yakunlangan,3.6
TK-10176,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-02-21,Qashqadaryo,Fan,90838,2,naqd,yakunlangan,3.9
TK-11262,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,17.05.2026,2026-04-11,Farg'ona,Standart,169694,1,naqd,yakunlangan,4.7
TK-10223,SEVINCH MOMINOVA,Konsert,Humo Arena,2026-03-15,2026-02-27,Andijon,VIP,457280,3,naqd,QAYTARILGAN,
TK-10145,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,2026-05-17,2026-04-04,Andijon,Standart,154738,2,qr,yakunlangan,3.6
TK-11088,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-04-08,Xorazm,Fan,100023,4,qr,yakunlangan,4.0
TK-10373,Doniyor Otajonov,konsert,Uzbekiston Konsert Zali,03.05.2026,2026-03-29,Xorazm,VIP,454 050 so'm,2,naqd,YAKUNLANGAN,4.6
TK-11824,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-03-25,Andijon,Standart,139068,4,naqd,yakunlangan,4.3
TK-12144,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,2026-05-10,2026-03-24,Namangan,Standart,177921,1,karta,yakunlangan,4.0
TK-11142,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-04-01,Qashqadaryo,Standart,172862,2,qr,yakunlangan,3.5
TK-12431,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-03-07,Samarqand,Fan,72 456 so'm,1,karta,yakunlangan,4.0
TK-12311,Ulug'bek Rahmatullayev,Konsert,Humo Arena,2026-03-22,2026-02-25,Xorazm,VIP,459 014 so'm,1,karta,qaytarilgan,
TK-11274,Shaxlo Ismoilova,Konsert,Humo Arena,2026-04-19,2026-04-15,Farg'ona,VIP,457834,4,karta,yakunlangan,5.0
TK-11265,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,03.05.2026,2026-04-10,Buxoro,VIP,444551,3,qr,YAKUNLANGAN,4.9
TK-12270,Navruz Gala Shou,KONSERT,Humo Arena,21.03.2026,2026-02-19,Xorazm,VIP,462159,1,qr,KUTILMOQDA,
TK-12019,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,2026-05-17,2026-04-20,Toshkent,Fan,105487,2,qr,KUTILMOQDA,
TK-10009,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-04-03,Xorazm,Standart,141978,3,naqd,yakunlangan,3.5
TK-10449,Navruz Gala Shou,Konsert,Humo Arena,21.03.2026,2026-03-05,Toshkent,VIP,475 932 so'm,3,qr,YAKUNLANGAN,4.0
TK-11838,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-02-15,Qashqadaryo,VIP,443944,1,qr,kutilmoqda,
TK-10708,QXL Stand-Up Show,StendAp,Hysteria Club,2026-04-26,2026-03-10,Buxoro,Fan,102552,-1,naqd,qaytarilgan,
TK-10255,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,12.04.2026,2026-03-14,Toshkent,Standart,149485,4,naqd,yakunlangan,5.0
TK-10882,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-03-30,Xorazm,Standart,140754,4,karta,yakunlangan,4.8
TK-11617,Ulug'bek Rahmatullayev,Konsert,Humo Arena,2026-03-22,2026-03-21,Samarqand,Fan,62 491 so'm,3,naqd,yakunlangan,4.7
TK-10389,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-04-30,Namangan,Fan,109156,4,qr,yakunlangan,4.3
TK-11276,Shaxlo Ismoilova,Konsert,Humo Arena,19.04.2026,2026-04-16,Samarqand,Standart,137736,3,qr,YAKUNLANGAN,4.4
TK-12434,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-03-05,Qashqadaryo,Standart,143473,1,naqd,yakunlangan,4.2
TK-11581,Navruz Gala Shou,Konsert ,Humo Arena,2026-03-21,2026-03-02,Namangan,Standart,146172,1,karta,yakunlangan,4.3
TK-10908,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,2026-05-17,2026-04-19,Qashqadaryo,Standart,145945,3,qr,yakunlangan,4.5
TK-10924,Jasur Umirov,Konsert ,Uzbekiston Konsert Zali,12.04.2026,2026-03-25,Andijon,VIP,442227,3,qr,yakunlangan,4.3
TK-10751,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,05.04.2026,2026-02-07,Toshkent,VIP,446729,4,naqd,yakunlangan,3.6
TK-12335,Ulug'bek Rahmatullayev,Konsert,Humo Arena,22.03.2026,2026-03-19,Samarqand,VIP,465129,1,karta,yakunlangan,4.8
TK-10460,Navruz Gala Shou,Konsert,Humo Arena,21.03.2026,2026-01-29,Toshkent,Standart,175014,4,qr,YAKUNLANGAN,4.5
TK-11747,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-04-01,Buxoro,VIP,435853,2,qr,yakunlangan,4.2
TK-12018,Ulug'bek Rahmatullayev,Konsert ,Humo Arena,22.03.2026,2026-02-21,Samarqand,VIP,459207,1,naqd,yakunlangan,4.5
TK-11224,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-02-15,Buxoro,Fan,84745,3,qr,qaytarilgan,
TK-11168,Shaxlo Ismoilova,Konsert,Humo Arena,19.04.2026,2026-03-06,Farg'ona,Standart,160604,3,naqd,QAYTARILGAN,
TK-10958,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,2026-05-17,2026-03-31,Samarqand,VIP,479013,4,karta,yakunlangan,4.3
TK-10501,Ulug'bek Rahmatullayev,Konsert,Humo Arena,2026-03-22,2026-02-15,Farg'ona,Fan,101308,-4,qr,qaytarilgan,
TK-11946,SEVINCH MOMINOVA,konsert,Humo Arena,2026-03-15,2026-02-28,Samarqand,VIP,447974,3,naqd,yakunlangan,3.5
TK-11727,Shaxlo Ismoilova,Konsert,Humo Arena,19.04.2026,2026-04-06,Buxoro,VIP,472661,1,qr,YAKUNLANGAN,3.6
TK-10739,Sevinch Mominova,KONSERT,Humo Arena,2026-03-15,2026-01-18,Buxoro,Fan,64322,4,qr,yakunlangan,3.7
TK-10040,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,2026-05-17,2026-03-26,Toshkent,Standart,155317,4,qr,YAKUNLANGAN,3.8
TK-10868,QXL Stand-Up Show,StendAp,Hysteria Club,26.04.2026,2026-03-06,Namangan,Standart,173818,4,karta,yakunlangan,4.8
TK-10731,Muhabbat Shamayeva,KONSERT,Uzbekiston Konsert Zali,2026-05-17,2026-04-04,Xorazm,VIP,448704,3,naqd,yakunlangan,3.9
TK-10539,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-03-17,Buxoro,Standart,139508,4,naqd,YAKUNLANGAN,3.9
TK-11201,Shaxlo Ismoilova,Konsert,Humo Arena,2026-04-19,2026-03-27,Farg'ona,VIP,479247,1,karta,qaytarilgan,4.0
TK-11339,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,2026-05-17,2026-04-27,Xorazm,Fan,67705,2,karta,yakunlangan,3.9
TK-10697,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-04-20,Andijon,Standart,142500,2,naqd,yakunlangan,4.1
TK-11671,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-02-27,Andijon,Fan,66830,1,karta,yakunlangan,4.0
TK-12122,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-02-20,Samarqand,VIP,441515,3,qr,yakunlangan,3.6
TK-12111,Pakhtakor vs Bunyodkor,FUTBOL,Milliy Stadion,2026-04-05,2026-04-02,Xorazm,Fan,108003,2,naqd,QAYTARILGAN,
TK-11371,Navruz Gala Shou,Konsert ,Humo Arena,2026-03-21,2026-02-06,Qashqadaryo,Standart,175 529 so'm,3,qr,YAKUNLANGAN,3.8
TK-11145,Ulug'bek Rahmatullayev,KONSERT,Humo Arena,2026-03-22,2026-01-28,Farg'ona,Fan,66418,4,karta,YAKUNLANGAN,3.7
TK-11031,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-02-27,Farg'ona,Fan,67336,3,karta,yakunlangan,4.5
TK-10372,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-04-01,Xorazm,Standart,157516,4,karta,qaytarilgan,
TK-10667,Navruz Gala Shou,Konsert,Humo Arena,21.03.2026,2026-01-22,Buxoro,Fan,83205,2,naqd,yakunlangan,5.0
TK-11431,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,2026-05-10,2026-05-03,Farg'ona,VIP,475 013 so'm,1,qr,yakunlangan,4.1
TK-12220,Ulug'bek Rahmatullayev,Konsert,Humo Arena,22.03.2026,2026-02-27,Farg'ona,Standart,153741,2,qr,yakunlangan,3.8
TK-10357,Muhabbat Shamayeva,KONSERT,Uzbekiston Konsert Zali,17.05.2026,2026-04-27,Buxoro,Fan,108028,2,karta,yakunlangan,4.3
TK-10967,QXL Stand-Up Show,StendAp,Hysteria Club,26.04.2026,2026-03-07,Toshkent,Fan,105043,3,naqd,qaytarilgan,
TK-10783,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,12.04.2026,2026-02-23,Buxoro,VIP,465083,-4,naqd,QAYTARILGAN,
TK-10735,Jasur Umirov,Konsert ,Uzbekiston Konsert Zali,12.04.2026,2026-03-05,Namangan,VIP,430 254 so'm,2,karta,YAKUNLANGAN,4.1
TK-11353,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,03.05.2026,2026-03-06,Qashqadaryo,VIP,462 159 so'm,1,karta,QAYTARILGAN,
TK-11035,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,12.04.2026,2026-04-11,Farg'ona,VIP,463 192 so'm,2,karta,YAKUNLANGAN,4.6
TK-10970,Jasur Umirov,KONSERT,Uzbekiston Konsert Zali,12.04.2026,2026-04-07,Samarqand,VIP,460608,4,qr,KUTILMOQDA,
TK-11976,QXL Stand-Up Show,StendAp,Hysteria Club,2026-04-26,2026-03-14,Andijon,Standart,132708,2,naqd,KUTILMOQDA,
TK-10470,Ulug'bek Rahmatullayev,Konsert,Humo Arena,2026-03-22,2026-03-08,Namangan,Fan,107208,2,naqd,yakunlangan,3.7
TK-10655,Jasur Umirov,Konsert ,Uzbekiston Konsert Zali,2026-04-12,2026-03-23,Toshkent,Fan,94965,4,karta,QAYTARILGAN,
TK-12392,Sevinch Mominova,Konsert,Humo Arena,15.03.2026,2026-01-31,Andijon,Fan,77592,2,qr,yakunlangan,4.5
TK-11909,Sevinch Mominova,Konsert,Humo Arena,2026-03-15,2026-02-03,Samarqand,VIP,446971,3,naqd,yakunlangan,4.2
TK-12369,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,05.04.2026,2026-02-23,Toshkent,VIP,471083,1,naqd,YAKUNLANGAN,4.7
TK-11396,Ulug'bek Rahmatullayev,Konsert ,Humo Arena,2026-03-22,2026-02-06,Buxoro,VIP,444252,3,qr,YAKUNLANGAN,4.0
TK-11536,sevinch mominova,Konsert,Humo Arena,15.03.2026,2026-02-04,Andijon,Fan,60 441 so'm,4,karta,kutilmoqda,
TK-12329,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,2026-05-17,2026-05-02,Qashqadaryo,Fan,77621,3,qr,kutilmoqda,
TK-12218,Navruz Gala Shou,KONSERT,Humo Arena,2026-03-21,2026-02-03,Qashqadaryo,Standart,150 862 so'm,1,karta,YAKUNLANGAN,4.6
TK-11549,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-03-27,Qashqadaryo,VIP,462 024 so'm,3,qr,yakunlangan,4.7
TK-11328,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-02-03,Toshkent,Standart,130259,3,karta,yakunlangan,3.9
TK-11256,sevinch mominova,Konsert,Humo Arena,2026-03-15,2026-02-13,Toshkent,VIP,473300,1,karta,yakunlangan,3.5
TK-12209,Pakhtakor vs Bunyodkor,FUTBOL,Milliy Stadion,2026-04-05,2026-03-27,Qashqadaryo,Fan,64040,4,naqd,yakunlangan,3.7
TK-11425,Pakhtakor vs Lokomotiv,FUTBOL,Milliy Stadion,2026-05-10,2026-03-31,Xorazm,Standart,166127,3,naqd,yakunlangan,4.3
TK-11464,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,03.05.2026,2026-03-04,Qashqadaryo,Standart,135569,1,naqd,YAKUNLANGAN,4.3
TK-11555,Doniyor Otajonov,konsert,Uzbekiston Konsert Zali,2026-05-03,2026-04-09,Samarqand,VIP,467405,3,karta,YAKUNLANGAN,4.6
TK-12325,Shaxlo Ismoilova,Konsert,Humo Arena,2026-04-19,2026-03-29,Samarqand,Standart,168289,2,naqd,KUTILMOQDA,
TK-11250,Jasur Umirov,konsert,Uzbekiston Konsert Zali,2026-04-12,2026-03-18,Andijon,Standart,161238,1,naqd,QAYTARILGAN,
TK-11699,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-03-06,Qashqadaryo,Standart,130 746 so'm,1,naqd,QAYTARILGAN,
TK-11252,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-02-19,Andijon,Fan,72865,3,karta,kutilmoqda,
TK-12464,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-03-09,Buxoro,VIP,453759,2,karta,yakunlangan,3.9
TK-12357,Shaxlo Ismoilova,Konsert ,Humo Arena,2026-04-19,2026-03-16,Toshkent,Fan,109492,2,karta,yakunlangan,3.8
TK-11236,SEVINCH MOMINOVA,konsert,Humo Arena,2026-03-15,2026-03-03,Namangan,Standart,158963,3,qr,QAYTARILGAN,
TK-10885,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,17.05.2026,2026-04-12,Andijon,VIP,438165,1,naqd,YAKUNLANGAN,4.7
TK-10079,Navruz Gala Shou,konsert,Humo Arena,2026-03-21,2026-03-12,Qashqadaryo,Standart,142 296 so'm,1,naqd,qaytarilgan,
TK-11172,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-04-04,Xorazm,Fan,92619,3,naqd,yakunlangan,4.0
TK-10814,Ulug'bek Rahmatullayev,Konsert,Humo Arena,22.03.2026,2026-01-21,Buxoro,Fan,66487,1,qr,yakunlangan,4.9
TK-11852,Shaxlo Ismoilova,Konsert,Humo Arena,2026-04-19,2026-04-16,Andijon,Standart,158810,4,naqd,qaytarilgan,
TK-12042,QXL Stand-Up Show,StendAp,Hysteria Club,26.04.2026,2026-03-17,Namangan,VIP,453173,2,naqd,yakunlangan,4.6
TK-10671,Shaxlo Ismoilova,konsert,Humo Arena,2026-04-19,2026-03-21,Andijon,Standart,178944,1,karta,YAKUNLANGAN,4.6
TK-12223,Ulug'bek Rahmatullayev,konsert,Humo Arena,2026-03-22,2026-02-10,Namangan,Standart,145232,3,naqd,yakunlangan,4.6
TK-12480,QXL Stand-Up Show,StendAp,Hysteria Club,26.04.2026,2026-04-07,Namangan,Standart,153644,1,karta,yakunlangan,3.5
TK-10057,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,03.05.2026,2026-03-31,Buxoro,Fan,96952,1,qr,YAKUNLANGAN,4.8
TK-10133,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,05.04.2026,2026-03-04,Buxoro,Standart,174544,4,karta,yakunlangan,4.4
TK-11140,Sevinch Mominova,KONSERT,Humo Arena,2026-03-15,2026-02-09,Qashqadaryo,VIP,470943,3,naqd,yakunlangan,4.4
TK-10933,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,12.04.2026,2026-03-02,Toshkent,Fan,78666,3,karta,KUTILMOQDA,
TK-10928,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,12.04.2026,2026-03-30,Samarqand,Fan,74026,2,naqd,yakunlangan,4.5
TK-10823,Muhabbat Shamayeva,Konsert ,Uzbekiston Konsert Zali,2026-05-17,2026-05-12,Xorazm,Standart,162347,4,karta,YAKUNLANGAN,4.8
TK-11432,Doniyor Otajonov,KONSERT,Uzbekiston Konsert Zali,2026-05-03,2026-04-26,Toshkent,Standart,146682,3,qr,YAKUNLANGAN,4.7
TK-11392,Sevinch Mo'minova,KONSERT,Humo Arena,15.03.2026,2026-01-15,Andijon,Fan,76 351 so'm,1,karta,yakunlangan,4.1
TK-11531,QXL Stand-Up Show,StendAp,Hysteria Club,2026-04-26,2026-03-11,Andijon,Fan,105083,2,naqd,kutilmoqda,
TK-11214,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,03.05.2026,2026-04-09,Samarqand,Standart,173871,3,karta,yakunlangan,5.0
TK-10504,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-03-10,Farg'ona,Standart,152643,4,qr,YAKUNLANGAN,4.3
TK-12218,Navruz Gala Shou,KONSERT,Humo Arena,2026-03-21,2026-02-03,Qashqadaryo,Standart,150 862 so'm,1,karta,YAKUNLANGAN,4.6
TK-10347,Shaxlo Ismoilova,Konsert,Humo Arena,2026-04-19,2026-03-05,Xorazm,VIP,462102,3,qr,yakunlangan,4.3
TK-11996,Ulug'bek Rahmatullayev,Konsert ,Humo Arena,2026-03-22,2026-02-19,Namangan,Fan,62611,4,karta,yakunlangan,4.7
TK-10386,Sevinch Mominova,Konsert,Humo Arena,15.03.2026,2026-01-28,Andijon,Fan,86 522 so'm,1,naqd,yakunlangan,4.3
TK-11024,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,05.04.2026,2026-02-26,Buxoro,VIP,449 384 so'm,4,qr,yakunlangan,4.2
TK-11958,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,05.04.2026,2026-02-08,Buxoro,Fan,109369,4,karta,yakunlangan,4.4
TK-11384,QXL Stand-Up Show,StendAp,Hysteria Club,2026-04-26,2026-03-10,Buxoro,VIP,466989,1,qr,yakunlangan,3.7
TK-10894,Shaxlo Ismoilova,Konsert,Humo Arena,2026-04-19,2026-02-26,Samarqand,Standart,160595,2,qr,yakunlangan,3.8
TK-10828,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-02-21,Farg'ona,Fan,107610,3,karta,YAKUNLANGAN,4.6
TK-12473,Shaxlo Ismoilova,Konsert,Humo Arena,19.04.2026,2026-04-07,Farg'ona,VIP,452712,2,karta,qaytarilgan,
TK-10475,Navruz Gala Shou,Konsert ,Humo Arena,2026-03-21,2026-01-23,Farg'ona,Standart,172256,1,naqd,kutilmoqda,
TK-11683,QXL Stand-Up Show,StendAp,Hysteria Club,26.04.2026,2026-03-09,Farg'ona,Fan,71113,3,qr,kutilmoqda,
TK-12176,Pakhtakor vs Bunyodkor,futbol,Milliy Stadion,05.04.2026,2026-02-19,Qashqadaryo,Fan,102465,2,karta,yakunlangan,3.9
TK-12366,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-03-29,Xorazm,VIP,452428,1,karta,qaytarilgan,
TK-12161,Shaxlo Ismoilova,Konsert,Humo Arena,19.04.2026,2026-03-12,Buxoro,Fan,66 580 so'm,2,naqd,kutilmoqda,
TK-12124,Jasur Umirov,konsert,Uzbekiston Konsert Zali,12.04.2026,2026-04-09,Namangan,Fan,106573,3,qr,yakunlangan,3.5
TK-10652,Pakhtakor vs Lokomotiv,FUTBOL,Milliy Stadion,2026-05-10,2026-04-30,Buxoro,Standart,157880,4,qr,yakunlangan,3.6
TK-10172,Sevinch Mominova,konsert,Humo Arena,2026-03-15,2026-02-28,Andijon,VIP,442972,1,karta,yakunlangan,4.9
TK-11474,QXL Stand-Up Show,StendAp,Hysteria Club,2026-04-26,2026-03-21,Qashqadaryo,VIP,472 843 so'm,4,karta,kutilmoqda,
TK-11149,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,17.05.2026,2026-04-23,Qashqadaryo,VIP,453 306 so'm,2,qr,YAKUNLANGAN,3.9
TK-10038,Sevinch Mominova,Konsert,Humo Arena,2026-03-15,2026-02-13,Samarqand,Standart,145516,4,qr,KUTILMOQDA,
TK-11554,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,10.05.2026,2026-03-29,Farg'ona,Standart,159614,1,naqd,YAKUNLANGAN,4.8
TK-12424,Doniyor Otajonov,KONSERT,Uzbekiston Konsert Zali,2026-05-03,2026-04-08,Qashqadaryo,Standart,169 032 so'm,4,qr,yakunlangan,4.9
TK-10713,Pakhtakor vs Bunyodkor,FUTBOL,Milliy Stadion,2026-04-05,2026-03-23,Qashqadaryo,Fan,98 153 so'm,2,naqd,yakunlangan,4.3
TK-10090,Ulug'bek Rahmatullayev,Konsert,Humo Arena,2026-03-22,2026-01-22,Samarqand,VIP,455418,3,naqd,YAKUNLANGAN,3.7
TK-11205,Jasur Umirov,konsert,Uzbekiston Konsert Zali,12.04.2026,2026-02-18,Andijon,Standart,159192,3,naqd,kutilmoqda,
TK-12187,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,12.04.2026,2026-03-10,Xorazm,Standart,153570,4,karta,yakunlangan,4.3
TK-11827,Doniyor Otajonov,konsert,Uzbekiston Konsert Zali,03.05.2026,2026-04-29,Xorazm,VIP,451340,1,karta,YAKUNLANGAN,3.5
TK-11155,QXL Stand-Up Show,StendAp,Hysteria Club,26.04.2026,2026-04-21,Farg'ona,VIP,462694,2,qr,qaytarilgan,
