ticket_id,artist_event,event_type,venue,event_date,purchase_date,customer_region,ticket_type,price_uzs,quantity,payment,status,rating,revenue
TK-11305,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-04-23,namangan,vip,444184,3,qr,yakunlangan,4.3,1332552
TK-10852,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-03-04,namangan,standart,168792,1,karta,yakunlangan,4.3,168792
TK-12332,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-03-31,toshkent,fan,66302,4,qr,yakunlangan,3.6,265208
TK-10176,navruz gala shou,konsert,humo arena,2026-03-21,2026-02-21,qashqadaryo,fan,90838,2,naqd,yakunlangan,3.9,181676
TK-11262,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-04-11,farg'ona,standart,169694,1,naqd,yakunlangan,4.7,169694
TK-10223,sevinch mominova,konsert,humo arena,2026-03-15,2026-02-27,andijon,vip,457280,3,naqd,qaytarilgan,,1371840
TK-10145,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-04-04,andijon,standart,154738,2,qr,yakunlangan,3.6,309476
TK-11088,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-08,xorazm,fan,100023,4,qr,yakunlangan,4.0,400092
TK-10373,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-03-29,xorazm,vip,454050,2,naqd,yakunlangan,4.6,908100
TK-11824,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-25,andijon,standart,139068,4,naqd,yakunlangan,4.3,556272
TK-12144,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-03-24,namangan,standart,177921,1,karta,yakunlangan,4.0,177921
TK-11142,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-04-01,qashqadaryo,standart,172862,2,qr,yakunlangan,3.5,345724
TK-12431,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-07,samarqand,fan,72456,1,karta,yakunlangan,4.0,72456
TK-12311,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-02-25,xorazm,vip,459014,1,karta,qaytarilgan,,459014
TK-11274,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-04-15,farg'ona,vip,457834,4,karta,yakunlangan,5.0,1831336
TK-11265,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-04-10,buxoro,vip,444551,3,qr,yakunlangan,4.9,1333653
TK-12270,navruz gala shou,konsert,humo arena,21.03.2026,2026-02-19,xorazm,vip,462159,1,qr,kutilmoqda,,462159
TK-12019,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-04-20,toshkent,fan,105487,2,qr,kutilmoqda,,210974
TK-10009,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-04-03,xorazm,standart,141978,3,naqd,yakunlangan,3.5,425934
TK-10449,navruz gala shou,konsert,humo arena,21.03.2026,2026-03-05,toshkent,vip,475932,3,qr,yakunlangan,4.0,1427796
TK-11838,navruz gala shou,konsert,humo arena,2026-03-21,2026-02-15,qashqadaryo,vip,443944,1,qr,kutilmoqda,,443944
TK-10708,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-03-10,buxoro,fan,102552,-1,naqd,qaytarilgan,,-102552
TK-10255,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-03-14,toshkent,standart,149485,4,naqd,yakunlangan,5.0,597940
TK-10882,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-03-30,xorazm,standart,140754,4,karta,yakunlangan,4.8,563016
TK-11617,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-03-21,samarqand,fan,62491,3,naqd,yakunlangan,4.7,187473
TK-10389,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-30,namangan,fan,109156,4,qr,yakunlangan,4.3,436624
TK-11276,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-04-16,samarqand,standart,137736,3,qr,yakunlangan,4.4,413208
TK-12434,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-03-05,qashqadaryo,standart,143473,1,naqd,yakunlangan,4.2,143473
TK-11581,navruz gala shou,konsert,humo arena,2026-03-21,2026-03-02,namangan,standart,146172,1,karta,yakunlangan,4.3,146172
TK-10908,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-04-19,qashqadaryo,standart,145945,3,qr,yakunlangan,4.5,437835
TK-10924,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-03-25,andijon,vip,442227,3,qr,yakunlangan,4.3,1326681
TK-10751,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-02-07,toshkent,vip,446729,4,naqd,yakunlangan,3.6,1786916
TK-12335,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-03-19,samarqand,vip,465129,1,karta,yakunlangan,4.8,465129
TK-10460,navruz gala shou,konsert,humo arena,21.03.2026,2026-01-29,toshkent,standart,175014,4,qr,yakunlangan,4.5,700056
TK-11747,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-01,buxoro,vip,435853,2,qr,yakunlangan,4.2,871706
TK-12018,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-02-21,samarqand,vip,459207,1,naqd,yakunlangan,4.5,459207
TK-11168,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-03-06,farg'ona,standart,160604,3,naqd,qaytarilgan,,481812
TK-10958,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-03-31,samarqand,vip,479013,4,karta,yakunlangan,4.3,1916052
TK-10501,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-02-15,farg'ona,fan,101308,-4,qr,qaytarilgan,,-405232
TK-11946,sevinch mominova,konsert,humo arena,2026-03-15,2026-02-28,samarqand,vip,447974,3,naqd,yakunlangan,3.5,1343922
TK-11727,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-04-06,buxoro,vip,472661,1,qr,yakunlangan,3.6,472661
TK-10739,sevinch mominova,konsert,humo arena,2026-03-15,2026-01-18,buxoro,fan,64322,4,qr,yakunlangan,3.7,257288
TK-10040,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-03-26,toshkent,standart,155317,4,qr,yakunlangan,3.8,621268
TK-10868,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-03-06,namangan,standart,173818,4,karta,yakunlangan,4.8,695272
TK-10731,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-04-04,xorazm,vip,448704,3,naqd,yakunlangan,3.9,1346112
TK-11201,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-03-27,farg'ona,vip,479247,1,karta,qaytarilgan,4.0,479247
TK-11339,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-04-27,xorazm,fan,67705,2,karta,yakunlangan,3.9,135410
TK-10697,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-20,andijon,standart,142500,2,naqd,yakunlangan,4.1,285000
TK-11671,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-02-27,andijon,fan,66830,1,karta,yakunlangan,4.0,66830
TK-12122,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-02-20,samarqand,vip,441515,3,qr,yakunlangan,3.6,1324545
TK-12111,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-04-02,xorazm,fan,108003,2,naqd,qaytarilgan,,216006
TK-11371,navruz gala shou,konsert,humo arena,2026-03-21,2026-02-06,qashqadaryo,standart,175529,3,qr,yakunlangan,3.8,526587
TK-11145,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-01-28,farg'ona,fan,66418,4,karta,yakunlangan,3.7,265672
TK-11031,navruz gala shou,konsert,humo arena,2026-03-21,2026-02-27,farg'ona,fan,67336,3,karta,yakunlangan,4.5,202008
TK-10372,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-04-01,xorazm,standart,157516,4,karta,qaytarilgan,,630064
TK-10667,navruz gala shou,konsert,humo arena,21.03.2026,2026-01-22,buxoro,fan,83205,2,naqd,yakunlangan,5.0,166410
TK-11431,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-05-03,farg'ona,vip,475013,1,qr,yakunlangan,4.1,475013
TK-12220,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-02-27,farg'ona,standart,153741,2,qr,yakunlangan,3.8,307482
TK-10357,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-04-27,buxoro,fan,108028,2,karta,yakunlangan,4.3,216056
TK-10967,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-03-07,toshkent,fan,105043,3,naqd,qaytarilgan,,315129
TK-10783,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-02-23,buxoro,vip,465083,-4,naqd,qaytarilgan,,-1860332
TK-10735,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-03-05,namangan,vip,430254,2,karta,yakunlangan,4.1,860508
TK-11353,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-03-06,qashqadaryo,vip,462159,1,karta,qaytarilgan,,462159
TK-11035,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-04-11,farg'ona,vip,463192,2,karta,yakunlangan,4.6,926384
TK-10970,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-04-07,samarqand,vip,460608,4,qr,kutilmoqda,,1842432
TK-11976,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-03-14,andijon,standart,132708,2,naqd,kutilmoqda,,265416
TK-10470,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-03-08,namangan,fan,107208,2,naqd,yakunlangan,3.7,214416
TK-10655,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-03-23,toshkent,fan,94965,4,karta,qaytarilgan,,379860
TK-12392,sevinch mominova,konsert,humo arena,15.03.2026,2026-01-31,andijon,fan,77592,2,qr,yakunlangan,4.5,155184
TK-11909,sevinch mominova,konsert,humo arena,2026-03-15,2026-02-03,samarqand,vip,446971,3,naqd,yakunlangan,4.2,1340913
TK-12369,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-02-23,toshkent,vip,471083,1,naqd,yakunlangan,4.7,471083
TK-11396,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-02-06,buxoro,vip,444252,3,qr,yakunlangan,4.0,1332756
TK-11536,sevinch mominova,konsert,humo arena,15.03.2026,2026-02-04,andijon,fan,60441,4,karta,kutilmoqda,,241764
TK-12329,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-05-02,qashqadaryo,fan,77621,3,qr,kutilmoqda,,232863
TK-12218,navruz gala shou,konsert,humo arena,2026-03-21,2026-02-03,qashqadaryo,standart,150862,1,karta,yakunlangan,4.6,150862
TK-11549,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-03-27,qashqadaryo,vip,462024,3,qr,yakunlangan,4.7,1386072
TK-11328,navruz gala shou,konsert,humo arena,2026-03-21,2026-02-03,toshkent,standart,130259,3,karta,yakunlangan,3.9,390777
TK-11256,sevinch mominova,konsert,humo arena,2026-03-15,2026-02-13,toshkent,vip,473300,1,karta,yakunlangan,3.5,473300
TK-12209,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-27,qashqadaryo,fan,64040,4,naqd,yakunlangan,3.7,256160
TK-11425,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-03-31,xorazm,standart,166127,3,naqd,yakunlangan,4.3,498381
TK-11464,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-03-04,qashqadaryo,standart,135569,1,naqd,yakunlangan,4.3,135569
TK-11555,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-09,samarqand,vip,467405,3,karta,yakunlangan,4.6,1402215
TK-12325,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-03-29,samarqand,standart,168289,2,naqd,kutilmoqda,,336578
TK-11250,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-03-18,andijon,standart,161238,1,naqd,qaytarilgan,,161238
TK-11699,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-03-06,qashqadaryo,standart,130746,1,naqd,qaytarilgan,,130746
TK-11252,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-02-19,andijon,fan,72865,3,karta,kutilmoqda,,218595
TK-12464,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-09,buxoro,vip,453759,2,karta,yakunlangan,3.9,907518
TK-12357,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-03-16,toshkent,fan,109492,2,karta,yakunlangan,3.8,218984
TK-11236,sevinch mominova,konsert,humo arena,2026-03-15,2026-03-03,namangan,standart,158963,3,qr,qaytarilgan,,476889
TK-10885,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-04-12,andijon,vip,438165,1,naqd,yakunlangan,4.7,438165
TK-10079,navruz gala shou,konsert,humo arena,2026-03-21,2026-03-12,qashqadaryo,standart,142296,1,naqd,qaytarilgan,,142296
TK-11172,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-04-04,xorazm,fan,92619,3,naqd,yakunlangan,4.0,277857
TK-10814,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-01-21,buxoro,fan,66487,1,qr,yakunlangan,4.9,66487
TK-11852,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-04-16,andijon,standart,158810,4,naqd,qaytarilgan,,635240
TK-12042,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-03-17,namangan,vip,453173,2,naqd,yakunlangan,4.6,906346
TK-10671,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-03-21,andijon,standart,178944,1,karta,yakunlangan,4.6,178944
TK-12223,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-02-10,namangan,standart,145232,3,naqd,yakunlangan,4.6,435696
TK-12480,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-04-07,namangan,standart,153644,1,karta,yakunlangan,3.5,153644
TK-10057,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-03-31,buxoro,fan,96952,1,qr,yakunlangan,4.8,96952
TK-10133,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-03-04,buxoro,standart,174544,4,karta,yakunlangan,4.4,698176
TK-11140,sevinch mominova,konsert,humo arena,2026-03-15,2026-02-09,qashqadaryo,vip,470943,3,naqd,yakunlangan,4.4,1412829
TK-10933,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-03-02,toshkent,fan,78666,3,karta,kutilmoqda,,235998
TK-10928,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-03-30,samarqand,fan,74026,2,naqd,yakunlangan,4.5,148052
TK-10823,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-05-12,xorazm,standart,162347,4,karta,yakunlangan,4.8,649388
TK-11432,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-26,toshkent,standart,146682,3,qr,yakunlangan,4.7,440046
TK-11392,sevinch mominova,konsert,humo arena,15.03.2026,2026-01-15,andijon,fan,76351,1,karta,yakunlangan,4.1,76351
TK-11531,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-03-11,andijon,fan,105083,2,naqd,kutilmoqda,,210166
TK-11214,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-04-09,samarqand,standart,173871,3,karta,yakunlangan,5.0,521613
TK-10504,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-03-10,farg'ona,standart,152643,4,qr,yakunlangan,4.3,610572
TK-10347,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-03-05,xorazm,vip,462102,3,qr,yakunlangan,4.3,1386306
TK-11996,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-02-19,namangan,fan,62611,4,karta,yakunlangan,4.7,250444
TK-10386,sevinch mominova,konsert,humo arena,15.03.2026,2026-01-28,andijon,fan,86522,1,naqd,yakunlangan,4.3,86522
TK-11024,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-02-26,buxoro,vip,449384,4,qr,yakunlangan,4.2,1797536
TK-11958,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-02-08,buxoro,fan,109369,4,karta,yakunlangan,4.4,437476
TK-11384,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-03-10,buxoro,vip,466989,1,qr,yakunlangan,3.7,466989
TK-10894,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-02-26,samarqand,standart,160595,2,qr,yakunlangan,3.8,321190
TK-10828,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-02-21,farg'ona,fan,107610,3,karta,yakunlangan,4.6,322830
TK-12473,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-04-07,farg'ona,vip,452712,2,karta,qaytarilgan,,905424
TK-10475,navruz gala shou,konsert,humo arena,2026-03-21,2026-01-23,farg'ona,standart,172256,1,naqd,kutilmoqda,,172256
TK-11683,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-03-09,farg'ona,fan,71113,3,qr,kutilmoqda,,213339
TK-12176,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-02-19,qashqadaryo,fan,102465,2,karta,yakunlangan,3.9,204930
TK-12366,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-29,xorazm,vip,452428,1,karta,qaytarilgan,,452428
TK-12161,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-03-12,buxoro,fan,66580,2,naqd,kutilmoqda,,133160
TK-12124,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-04-09,namangan,fan,106573,3,qr,yakunlangan,3.5,319719
TK-10652,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-04-30,buxoro,standart,157880,4,qr,yakunlangan,3.6,631520
TK-10172,sevinch mominova,konsert,humo arena,2026-03-15,2026-02-28,andijon,vip,442972,1,karta,yakunlangan,4.9,442972
TK-11474,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-03-21,qashqadaryo,vip,472843,4,karta,kutilmoqda,,1891372
TK-11149,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-04-23,qashqadaryo,vip,453306,2,qr,yakunlangan,3.9,906612
TK-10038,sevinch mominova,konsert,humo arena,2026-03-15,2026-02-13,samarqand,standart,145516,4,qr,kutilmoqda,,582064
TK-11554,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-03-29,farg'ona,standart,159614,1,naqd,yakunlangan,4.8,159614
TK-12424,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-08,qashqadaryo,standart,169032,4,qr,yakunlangan,4.9,676128
TK-10713,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-23,qashqadaryo,fan,98153,2,naqd,yakunlangan,4.3,196306
TK-10090,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-01-22,samarqand,vip,455418,3,naqd,yakunlangan,3.7,1366254
TK-11205,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-02-18,andijon,standart,159192,3,naqd,kutilmoqda,,477576
TK-12187,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-03-10,xorazm,standart,153570,4,karta,yakunlangan,4.3,614280
TK-11827,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-04-29,xorazm,vip,451340,1,karta,yakunlangan,3.5,451340
TK-11155,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-04-21,farg'ona,vip,462694,2,qr,qaytarilgan,,925388
TK-11324,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-04-02,buxoro,standart,156892,4,karta,yakunlangan,4.4,627568
TK-10216,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-02-27,xorazm,standart,145916,2,naqd,yakunlangan,3.6,291832
TK-10510,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-03-19,samarqand,fan,93570,1,karta,yakunlangan,4.9,93570
TK-11680,sevinch mominova,konsert,humo arena,2026-03-15,2026-02-22,toshkent,vip,0,3,karta,yakunlangan,4.1,0
TK-10499,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-02-10,xorazm,standart,159439,2,qr,yakunlangan,4.3,318878
TK-12096,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-03-12,farg'ona,fan,74426,3,qr,yakunlangan,4.3,223278
TK-11856,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-02-19,toshkent,standart,166834,4,karta,yakunlangan,4.3,667336
TK-11388,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-02-15,farg'ona,standart,152816,4,naqd,qaytarilgan,,611264
TK-11519,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-02-24,qashqadaryo,fan,93057,4,qr,qaytarilgan,,372228
TK-12304,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-03-12,andijon,standart,151471,3,qr,yakunlangan,4.4,454413
TK-11540,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-03-02,toshkent,fan,86450,2,naqd,kutilmoqda,,172900
TK-11217,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-02-18,namangan,standart,135335,1,karta,yakunlangan,4.6,135335
TK-11416,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-03-26,namangan,vip,453634,2,naqd,yakunlangan,4.0,907268
TK-12129,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-03-03,toshkent,vip,459192,1,qr,yakunlangan,4.5,459192
TK-11676,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-04-11,qashqadaryo,vip,479611,2,naqd,kutilmoqda,,959222
TK-11197,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-04-20,qashqadaryo,standart,151727,4,qr,yakunlangan,4.3,606908
TK-11542,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-03-31,namangan,fan,101995,1,naqd,yakunlangan,3.9,101995
TK-10953,navruz gala shou,konsert,humo arena,21.03.2026,2026-02-10,buxoro,fan,83391,3,karta,yakunlangan,4.2,250173
TK-10750,navruz gala shou,konsert,humo arena,2026-03-21,2026-01-28,samarqand,standart,174086,2,karta,yakunlangan,4.8,348172
TK-10234,navruz gala shou,konsert,humo arena,21.03.2026,2026-03-02,xorazm,vip,432974,2,karta,yakunlangan,3.8,865948
TK-10732,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-04-10,andijon,vip,443885,4,naqd,yakunlangan,4.4,1775540
TK-11156,sevinch mominova,konsert,humo arena,2026-03-15,2026-02-01,samarqand,standart,131652,1,naqd,yakunlangan,3.6,131652
TK-12175,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-04-07,samarqand,fan,72634,3,qr,yakunlangan,3.9,217902
TK-11209,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-04-26,toshkent,vip,471751,2,naqd,yakunlangan,4.3,943502
TK-11065,navruz gala shou,konsert,humo arena,2026-03-21,2026-02-15,andijon,fan,86631,3,naqd,yakunlangan,4.4,259893
TK-11062,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-04-09,andijon,fan,90686,2,naqd,qaytarilgan,,181372
TK-11167,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-03-10,qashqadaryo,standart,138105,2,qr,yakunlangan,3.6,276210
TK-11492,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-02-09,buxoro,fan,74318,2,karta,yakunlangan,4.3,148636
TK-12092,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-04-25,samarqand,vip,472353,1,qr,yakunlangan,4.6,472353
TK-10884,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-02-28,xorazm,standart,135368,4,naqd,yakunlangan,4.5,541472
TK-10143,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-02-20,andijon,vip,457558,4,naqd,yakunlangan,4.0,1830232
TK-12492,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-03-04,qashqadaryo,vip,447550,2,qr,yakunlangan,4.6,895100
TK-10850,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-04-21,andijon,standart,162729,2,naqd,yakunlangan,4.7,325458
TK-10717,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-03-06,namangan,vip,462785,4,naqd,yakunlangan,4.7,1851140
TK-12410,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-04-04,samarqand,standart,177658,3,karta,yakunlangan,4.6,532974
TK-10264,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-03-02,xorazm,vip,432255,2,qr,qaytarilgan,,864510
TK-10075,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-03-14,buxoro,standart,134783,2,qr,yakunlangan,4.2,269566
TK-10395,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-03-31,namangan,vip,475594,4,karta,yakunlangan,3.5,1902376
TK-12152,navruz gala shou,konsert,humo arena,2026-03-21,2026-01-31,toshkent,fan,71116,1,naqd,yakunlangan,4.5,71116
TK-12374,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-02-27,farg'ona,vip,440778,3,karta,yakunlangan,4.4,1322334
TK-10396,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-03-27,andijon,vip,440009,3,qr,yakunlangan,4.5,1320027
TK-11365,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-04-14,andijon,fan,78689,2,karta,yakunlangan,3.9,157378
TK-12112,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-03-03,toshkent,fan,93615,3,karta,yakunlangan,4.8,280845
TK-11903,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-02-19,buxoro,standart,152698,3,karta,yakunlangan,3.7,458094
TK-10595,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-05-06,buxoro,fan,88560,4,naqd,qaytarilgan,,354240
TK-11296,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-04-17,farg'ona,vip,439504,1,karta,kutilmoqda,,439504
TK-11821,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-03-18,buxoro,standart,141531,3,karta,yakunlangan,4.7,424593
TK-10872,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-03-25,farg'ona,standart,140136,2,karta,kutilmoqda,,280272
TK-11548,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-03-09,qashqadaryo,standart,146173,1,karta,yakunlangan,3.9,146173
TK-10036,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-05-05,farg'ona,vip,443123,1,qr,yakunlangan,3.7,443123
TK-12136,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-03-02,farg'ona,vip,467354,1,karta,kutilmoqda,,467354
TK-12159,sevinch mominova,konsert,humo arena,15.03.2026,2026-03-06,buxoro,vip,470077,1,naqd,yakunlangan,3.7,470077
TK-10977,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-03-13,namangan,fan,63888,4,qr,qaytarilgan,,255552
TK-11571,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-13,farg'ona,fan,60485,3,naqd,yakunlangan,4.7,181455
